AUSTRALIA - AUSTRALIAN DOLLAR/US$,EURO AREA - EURO/US$,NEW ZEALA - NEW ZELA DOLLAR/US$,UNITED KINGDOM - UNITED KINGDOM POU/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - YUAN/US$,HONG KONG - HONG KONG DOLLAR/US$,IIA - IIAN RUPEE/US$,KOREA - WON/US$,MEXICO - MEXICAN PESO/US$,SOUTH AFRICA - RA/US$,SINGAPORE - SINGAPORE DOLLAR/US$,DENMARK - DANISH KRONE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,NORWAY - NORWEGIAN KRONE/US$,SWEDEN - KRONA/US$,SRI LANKA - SRI LANKAN RUPEE/US$,SWITZERLA - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILA - BAHT/US$
1.3759,0.755,1.7364,0.6756,2.1617,1.28,6.8243,7.751,5.5,1335.7,13.575,8.485,1.482,5.5891,96.97,3.585,6.5425,8.143,12,1.139,33.64,35.31
1.3667,0.7551,1.7559,0.6757,2.1724,1.1939,6.818,7.75,49.7,1277,13.81,8.44,1.4772,5.6223,98.76,3.558,6.567,7.9882,12,1.142,33.6,35.23
1.3717,0.7537,1.7584,0.672,2.173,1.1868,6.818,7.75,49.65,1277,13.823,8.435,1.481,5.6139,99.24,3.558,6.5461,8.45,12,1.1364,33.14,35.25
1.3535,0.7482,1.7422,0.6673,2.1363,1.1779,6.8223,7.75,49.75,1267.5,13.35,8.34,1.4747,5.5714,99.12,3.529,6.5,7.9155,12,1.1289,32.99,35.16
1.3448,0.7477,1.7179,0.6623,2.1495,1.1758,6.8185,7.75,49.22,1267.5,13.23,8.445,1.4716,5.568,98.76,3.58,6.5275,7.9285,119.98,1.1297,33.2,35.7
1.3392,0.7511,1.7167,0.6639,2.1199,1.1726,6.8176,7.75,49.4,1272,13.1975,8.397,1.4715,5.5943,98.6,3.531,6.5268,7.9318,118.2,1.1313,33.14,35.13
1.3194,0.7457,1.6773,0.6658,2.152,1.1714,6.8215,7.75,49.9,1257.3,13.86,8.3725,1.4655,5.5529,99,3.522,6.4737,7.8438,117.1,1.1278,33.11,34.84
1.3142,0.7411,1.6711,0.6627,2.742,1.158,6.82,7.75,49.13,1242.25,13.161,8.36,1.463,5.5199,99.1,3.515,6.414,7.7426,117.1,1.122,33.1,34.84
1.3134,0.7342,1.6496,0.663,2.528,1.1591,6.823,7.75,49.44,1232.9,13.11,8.39,1.4612,5.4687,97.45,3.514,6.4163,7.7638,117.5,1.167,32.93,34.56
1.398,0.7332,1.6556,0.6562,2.687,1.1671,6.821,7.75,49.21,1238,13.2325,8.467,1.4593,5.4618,96.59,3.51,6.4685,7.8138,117.35,1.152,32.83,34.53
1.321,0.7346,1.6815,0.6594,2.11,1.1686,6.822,7.75,49.58,1239,13.3153,8.55,1.4635,5.475,95.75,3.524,6.5121,7.8751,117.6,1.161,32.91,34.49
1.325,0.7349,1.6824,0.6581,2.939,1.1726,6.8248,7.751,49.65,1264,13.31,8.565,1.4647,5.4725,95.62,3.541,6.4851,7.8492,117.4,1.16,32.95,34.53
1.3287,0.7386,1.71,0.6569,2.815,1.1756,6.8225,7.758,49.38,1252,13.275,8.7331,1.4683,5.4993,94.89,3.547,6.516,7.8593,117.7,1.1132,32.92,34.53
1.3165,0.746,1.692,0.6532,2.798,1.1656,6.8265,7.7523,47.58,126.5,13.12,8.613,1.4653,5.5132,96.5,3.552,6.4899,7.7879,115,1.1181,32.98,34.54
1.2918,0.7349,1.66,0.6451,2.489,1.1567,6.8245,7.7517,47.65,1244.5,12.953,8.4375,1.4616,5.4724,96.1,3.528,6.4588,7.6954,114.98,1.1121,32.85,34.4
1.287,0.7265,1.647,0.6382,2.25,1.1434,6.8248,7.752,47.3,1246,12.8845,8.335,1.4569,5.492,95.16,3.535,6.446,7.5764,114.98,1.122,32.8,34.41
1.2915,0.7244,1.654,0.6344,2.332,1.1412,6.8245,7.752,47.3,1245,13.875,8.36,1.458,5.3937,94.97,3.527,6.421,7.58,114.99,1.11,32.71,34.39
1.2734,0.714,1.69,0.6292,2.274,1.1234,6.8227,7.7516,46.95,1242,13.1675,8.35,1.446,5.3164,94.45,3.488,6.3325,7.4613,114.75,1.847,32.55,34.32
1.2752,0.7147,1.675,0.6274,2.221,1.1199,6.8326,7.7521,47.7,1264.25,13.1335,8.2775,1.4482,5.3184,94.81,3.51,6.3784,7.56,114.8,1.833,32.63,34.44
1.27,0.7182,1.651,0.6224,2.148,1.112,6.8272,7.7525,47.61,1264.4,13.151,8.1175,1.455,5.3449,95.1,3.52,6.399,7.651,114.83,1.861,32.72,34.36
1.2721,0.7169,1.5977,0.6267,2.74,1.1123,6.8278,7.7526,47.5,1261.8,13.23,8.4,1.4512,5.3375,96.76,3.51,6.4237,7.753,114.83,1.838,32.63,34.38
1.2511,0.779,1.5699,0.6188,1.9678,1.957,6.8278,7.7519,47.11,1249,13.182,8.275,1.4453,5.278,95.55,3.485,6.3139,7.6222,114.8,1.692,32.57,34.31
1.2344,0.746,1.5363,0.68,1.9452,1.87,6.8264,7.7516,46.78,1232.7,13.1565,7.9425,1.4418,5.2476,96.53,3.47,6.1871,7.399,114.8,1.688,32.36,34.7
1.224,0.78,1.5265,0.655,1.942,1.828,6.835,7.7513,46.84,1234.2,13.2825,8.285,1.438,5.2175,95.72,3.487,6.194,7.582,114.75,1.624,32.37,34.9
1.2341,0.745,1.5632,0.696,1.9474,1.973,6.829,7.7515,46.88,1232.1,13.35,8.8,1.443,5.247,95.72,3.482,6.321,7.6554,114.85,1.684,32.49,34.1
1.2516,0.749,1.5835,0.6183,1.9457,1.997,6.8331,7.759,47.19,1246.25,13.2557,8.16,1.4455,5.2475,96.37,3.49,6.2891,7.645,114.83,1.679,32.58,34.12
1.2481,0.7148,1.583,0.6243,1.966,1.1144,6.8329,7.756,47.5,1247.5,13.295,8.3,1.452,5.3218,98.18,3.493,6.3985,7.7682,114.8,1.852,32.64,34.22
1.2737,0.723,1.6186,0.6259,1.9779,1.1228,6.8371,7.757,47.5,1247.4,13.457,8.1855,1.4575,5.369,98.56,3.519,6.455,7.8522,114.8,1.929,32.87,34.35
1.2531,0.7136,1.61,0.6147,1.9448,1.142,6.8353,7.757,47.3,1258.5,13.5,8.95,1.4561,5.3125,97.6,3.525,6.3497,7.781,114.8,1.822,32.74,34.14
1.2433,0.7152,1.5886,0.6122,1.9494,1.11,6.833,7.7512,47.18,1253.5,13.636,8.651,1.454,5.3225,98.13,3.493,6.3835,7.6875,114.8,1.816,32.68,34.9
1.223,0.796,1.5492,0.643,1.9487,1.977,6.8358,7.751,47.49,1248.7,13.44,7.975,1.448,5.2831,97.83,3.55,6.3332,7.653,114.8,1.721,32.72,34
1.2297,0.7123,1.5557,0.652,1.9214,1.117,6.8352,7.7499,47.6,1246,13.41,8.225,1.4494,5.317,98.17,3.53,6.3242,7.6455,114.85,1.756,32.79,34.7
1.2626,0.7255,1.5898,0.6147,1.948,1.1338,6.8361,7.754,47.67,1257,13.435,8.15,1.468,5.415,98.3,3.5272,6.4836,7.8927,114.85,1.942,32.94,34.14
1.25,0.726,1.576,0.681,1.9475,1.1325,6.8338,7.751,47.61,1255.7,13.342,8.125,1.4588,5.3625,96.26,3.518,6.4235,7.8283,114.83,1.853,32.87,34.7
1.2679,0.722,1.5911,0.6138,1.9855,1.1371,6.8364,7.753,47.96,1269,13.47,8.135,1.4584,5.3731,95.65,3.531,6.413,7.9365,114.7,1.87,32.96,34.13
1.2441,0.7154,1.5535,0.619,1.9611,1.1273,6.8344,7.75,48.18,1263.5,13.341,8.1145,1.4543,5.3252,96.36,3.538,6.3672,7.8621,114.81,1.827,32.88,34.14
1.2329,0.7144,1.5442,0.647,1.954,1.1287,6.836,7.75,48,1264.2,13.338,8.7,1.4528,5.3162,96.15,3.5335,6.3613,7.852,114.85,1.773,32.86,34.9
1.2665,0.7222,1.5833,0.6119,2.138,1.1547,6.834,7.751,48.5,1278.6,13.3715,8.1975,1.4586,5.3746,95.9,3.538,6.5572,8.137,114.81,1.875,32.89,34.12
1.2657,0.7125,1.5711,0.6118,2.26,1.1557,6.8346,7.75,48.45,1281.7,13.3219,8.1725,1.4558,5.322,95.32,3.545,6.55,7.9354,114.8,1.77,32.88,34.12
1.2456,0.7135,1.5482,0.666,1.965,1.1462,6.837,7.7499,48.4,1273,13.2825,8.25,1.4534,5.3114,95.38,3.531,6.448,7.847,114.8,1.842,32.85,34.8
1.2516,0.7167,1.5552,0.6121,1.9632,1.1576,6.8344,7.75,48.5,1285.1,13.289,8.2,1.4568,5.3372,96.21,3.534,6.512,7.9478,114.83,1.96,32.95,34.1
1.2418,0.7114,1.5516,0.661,1.9444,1.1527,6.833,7.7499,48,1278.3,13.2425,7.94,1.4536,5.2974,95.19,3.53,6.4654,7.7879,114.83,1.856,32.95,34.4
1.2398,0.7113,1.5375,0.649,1.957,1.158,6.8334,7.75,48,1278,13.1835,7.823,1.4527,5.2962,95.84,3.537,6.4233,7.7293,114.82,1.849,32.9,34.3
1.2415,0.7133,1.5511,0.678,1.9653,1.1626,6.832,7.75,47.74,1273.5,13.17,7.73,1.448,5.3113,96.42,3.513,6.4354,7.7282,114.82,1.867,32.77,34.6
1.2338,0.749,1.5499,0.652,1.9299,1.1446,6.8331,7.75,47.75,1256.9,13.965,7.7356,1.443,5.2486,96.41,3.517,6.3161,7.5568,114.8,1.72,32.69,34.3
1.2582,0.7134,1.5886,0.698,1.9565,1.16,6.8312,7.75,47.9,127.7,13.16,7.8275,1.4512,5.311,95.9,3.5175,6.455,7.7574,114.85,1.836,32.9,34.8
1.2522,0.7147,1.5858,0.6121,1.959,1.1625,6.832,7.7495,47.8,1265.7,13.245,7.9,1.453,5.322,95.95,3.524,6.4122,7.7717,114.8,1.863,32.87,34.6
1.2623,0.7175,1.587,0.6161,1.9727,1.168,6.8342,7.7499,48.5,1267,13.2535,7.9975,1.456,5.3412,95,3.5425,6.4983,7.858,114.8,1.877,32.98,34.9
1.2558,0.7161,1.5741,0.6189,1.9667,1.163,6.8326,7.7499,48.44,1268.7,13.2698,8.2,1.458,5.333,95.11,3.546,6.4887,7.8957,114.83,1.858,32.96,34.7
1.2853,0.7219,1.621,0.6239,2.35,1.165,6.8323,7.751,48.8,1277.5,13.479,8.256,1.4639,5.3729,92.9,3.56,6.5769,8.1,114.8,1.923,33.1,34.7
1.2765,0.713,1.5865,0.6135,1.991,1.1623,6.8317,7.753,48.57,1277.7,13.5545,8.115,1.4581,5.389,92.79,3.5615,6.483,7.846,114.75,1.773,32.95,34.4
1.292,0.7181,1.5977,0.6179,2.141,1.1649,6.8325,7.755,48.76,1288.4,13.72,8.23,1.4633,5.3451,92.33,3.576,6.5294,7.9575,114.82,1.856,33.4,34.4
1.289,0.7157,1.5848,0.6181,1.9897,1.1541,6.8326,7.754,49.16,139,13.825,8.2575,1.4625,5.3282,92.74,3.5995,6.514,7.898,114.84,1.842,33.13,34.14
1.2666,0.7158,1.5741,0.6137,1.9721,1.141,6.833,7.754,48.955,1294.2,13.785,8.2444,1.4594,5.3291,93.3,3.583,6.4827,7.8795,114.8,1.85,33.78,34.1
1.2436,0.784,1.5399,0.683,1.9358,1.1192,6.8315,7.75,48.55,127.6,13.5965,8.1267,1.4516,5.2742,94.9,3.561,6.3682,7.7686,114.72,1.746,32.87,34.5
1.247,0.785,1.5516,0.691,1.9362,1.1172,6.831,7.7499,48.61,1266,13.568,8.1125,1.452,5.2746,93.59,3.569,6.389,7.892,114.8,1.755,32.87,34.6
1.248,0.782,1.5547,0.6124,1.9278,1.1168,6.839,7.7499,48.56,1254.5,13.39,8.675,1.4494,5.2714,94.8,3.563,6.3911,7.837,114.73,1.766,32.86,34.4
1.2299,0.737,1.5265,0.663,1.956,1.165,6.833,7.7495,48.1,1244,13.318,7.95,1.44,5.2399,94.52,3.539,6.3265,7.7651,114.8,1.688,32.75,33.99
1.2311,0.744,1.5279,0.691,1.985,1.177,6.83,7.7499,48.2,1245.5,13.353,7.825,1.4429,5.2457,93.36,3.54,6.325,7.6527,114.9,1.677,32.75,33.99
1.2253,0.732,1.5211,0.683,1.946,1.98,6.835,7.7499,48.45,1251.1,13.2335,7.735,1.4423,5.2361,93.77,3.551,6.297,7.62,114.8,1.659,32.82,34
1.2186,0.71,1.5119,0.638,1.887,1.867,6.838,7.7499,48.25,1244.8,13.1625,7.655,1.4388,5.2184,94.75,3.538,6.2363,7.4414,114.85,1.667,32.74,33.96
1.2252,0.736,1.5221,0.686,1.8958,1.843,6.8313,7.75,48.16,1245,13.221,7.751,1.4395,5.2384,94.86,3.528,6.2353,7.4597,114.8,1.71,32.81,33.95
1.2177,0.736,1.5265,0.666,1.8857,1.833,6.8312,7.751,48.11,1242.4,13.225,7.745,1.4397,5.237,95.32,3.516,6.1952,7.437,114.8,1.729,32.85,33.95
1.267,0.735,1.517,0.669,1.8785,1.82,6.838,7.751,48.2,1236.3,13.259,7.8195,1.4398,5.2368,94.6,3.58,6.162,7.4328,114.725,1.74,32.725,33.93
1.2249,0.7126,1.5288,0.615,1.8987,1.881,6.8314,7.7495,48.25,1243.8,13.27,7.895,1.4465,5.351,95.13,3.531,6.2621,7.521,114.82,1.882,32.86,34.2
1.289,0.719,1.5312,0.667,1.878,1.814,6.8321,7.75,48.35,123.5,13.221,7.793,1.443,5.2929,95.67,3.529,6.2274,7.4131,114.82,1.894,32.8,34.5
1.1992,0.73,1.514,0.5983,1.8653,1.791,6.8319,7.75,47.91,1222.2,13.225,7.8125,1.439,5.2146,94.54,3.52,6.1147,7.2171,114.75,1.668,32.8,34.1
1.1865,0.6937,1.4963,0.5898,1.8353,1.65,6.838,7.75,47.4,1214,13.131,7.721,1.4323,5.165,95.23,3.55,6.12,7.895,114.8,1.578,32.8,34.1
1.1874,0.6944,1.499,0.596,1.8326,1.685,6.832,7.75,47.46,1219.9,13.125,7.85,1.4325,5.1695,95.41,3.492,6.411,7.1522,114.8,1.65,32.65,33.96
1.1927,0.6949,1.4877,0.589,1.8291,1.722,6.837,7.751,47.27,1225.5,13.195,7.9488,1.434,5.1735,94.98,3.495,6.264,7.1521,114.27,1.63,32.71,33.96
1.199,0.6965,1.493,0.5962,1.834,1.76,6.8312,7.752,47.52,1225,12.997,8.7,1.436,5.1844,95.56,3.488,6.454,7.1478,114.82,1.658,32.73,33.97
1.1946,0.752,1.4872,0.5999,1.8211,1.838,6.8316,7.753,47.72,1224,12.935,8.95,1.44,5.2497,97.65,3.498,6.1236,7.1771,114.81,1.826,32.75,33.98
1.1937,0.771,1.482,0.665,1.8435,1.848,6.8341,7.75,47.7,1227.6,12.9192,8.725,1.4422,5.2637,97.23,3.52,6.192,7.258,114.82,1.855,32.78,34.1
1.254,0.772,1.4957,0.66,1.853,1.987,6.8349,7.75,47.88,1242.7,12.9925,8.1525,1.4478,5.2642,95.94,3.58,6.2431,7.3336,114.81,1.825,32.91,34.3
1.2,0.735,1.487,0.647,1.8318,1.875,6.8349,7.758,48.22,1242,12.9668,8.7,1.443,5.2353,96.16,3.528,6.17,7.1957,114.81,1.765,32.83,34.7
1.191,0.71,1.4756,0.631,1.834,1.881,6.8336,7.757,48.11,1237.2,12.875,8.567,1.4425,5.2119,95.46,3.512,6.387,7.1441,114.69,1.715,32.876,34.3
1.215,0.734,1.4758,0.65,1.844,1.973,6.8341,7.756,48.18,1239.5,12.8799,8.621,1.4448,5.2339,94.64,3.515,6.768,7.1899,114.88,1.719,32.9,34.2
1.2145,0.798,1.4959,0.6126,1.8665,1.177,6.8358,7.758,48.82,1258.5,12.985,8.1456,1.455,5.2831,94.33,3.54,6.1835,7.2829,114.73,1.787,32.98,34.4
1.2194,0.715,1.4896,0.691,1.8683,1.197,6.8337,7.7514,48.79,1246.4,12.9598,8.723,1.451,5.2876,94.72,3.537,6.1695,7.2798,114.56,1.795,32.953,34.4
1.258,0.712,1.4819,0.64,1.8325,1.968,6.834,7.7516,48.7,1251.4,12.882,7.9875,1.4487,5.2173,93.87,3.544,6.481,7.1776,114.6,1.63,33.2,34.3
1.237,0.725,1.482,0.663,1.8453,1.92,6.8317,7.7511,48.58,1245.5,12.8675,7.95,1.4451,5.2287,94.12,3.525,6.287,7.1599,114.65,1.659,32.89,34.1
1.1977,0.6991,1.4643,0.66,1.8297,1.799,6.8313,7.7512,48.43,1242.5,12.82,7.7872,1.4392,5.223,94.6,3.5185,6.54,7.257,114.73,1.613,32.84,33.99
1.1895,0.6983,1.4526,0.691,1.8333,1.74,6.838,7.751,48.5,124.5,12.847,7.785,1.4412,5.1969,94.47,3.58,5.989,7.353,114.73,1.66,32.79,34
1.1888,0.6969,1.4514,0.686,1.83,1.727,6.8318,7.754,48.755,1247.8,12.8722,7.7696,1.448,5.1859,94.28,3.517,6.22,7.33,114.69,1.575,32.916,34.1
1.288,0.727,1.471,0.616,1.8672,1.988,6.839,7.758,48.9,1248.8,13.159,7.8795,1.4459,5.2292,94.25,3.523,6.784,7.1331,114.75,1.697,32.97,34
1.1969,0.77,1.4652,0.6168,1.881,1.961,6.8316,7.7511,48.81,1247.3,13.237,7.8685,1.4448,5.2147,93.57,3.532,6.724,7.1411,114.71,1.667,32.9,34
1.1869,0.6965,1.4558,0.6123,1.873,1.875,6.83,7.757,48.52,1244.8,13.267,7.7665,1.4381,5.1835,93.55,3.52,5.9981,7.634,114.65,1.56,32.88,33.99
1.185,0.6967,1.4586,0.613,1.87,1.967,6.8299,7.755,48.83,1248,13.3361,7.778,1.4414,5.1858,92.82,3.52,6.51,7.115,114.7,1.569,32.91,34.1
1.239,0.725,1.4719,0.6185,1.8936,1.128,6.8295,7.757,49.5,1245,13.5725,7.87,1.444,5.2285,93.9,3.525,6.686,7.247,114.65,1.653,32.9,34
1.215,0.72,1.4879,0.6147,1.8936,1.16,6.833,7.7514,48.88,1246.2,13.578,7.844,1.4428,5.2233,92.43,3.537,6.86,7.2175,114.75,1.628,32.86,34.5
1.1896,0.74,1.4734,0.6115,1.873,1.134,6.8298,7.7511,48.87,1244,13.5681,7.6815,1.4392,5.2131,92.54,3.526,6.386,7.229,114.75,1.598,32.85,34.4
1.1786,0.74,1.4573,0.616,1.8458,1.894,6.8293,7.753,48.86,1237.3,13.426,7.6152,1.438,5.2126,92.75,3.523,6.285,7.1847,114.75,1.613,32.89,34.5
1.1579,0.6898,1.4353,0.656,1.8245,1.762,6.827,7.7498,48.4,1228.2,13.288,7.5425,1.4259,5.1331,92.21,3.5,5.9166,7.361,114.8,1.463,32.65,34.2
1.1575,0.6862,1.4345,0.64,1.8295,1.783,6.8286,7.754,48.33,122.5,13.436,7.49,1.4237,5.178,91.85,3.494,5.886,7.19,114.75,1.43,32.66,34
1.1633,0.6864,1.432,0.66,1.826,1.811,6.8291,7.755,48.45,1223,13.4,7.5725,1.4265,5.196,91.86,3.492,5.9578,7.359,114.75,1.396,32.68,33.99
1.1562,0.6856,1.4126,0.599,1.8129,1.742,6.828,7.75,48.39,1221,13.329,7.4475,1.4217,5.131,9.3,3.49,5.915,6.999,114.8,1.373,32.54,33.9
1.1623,0.6843,1.4286,0.628,1.8161,1.859,6.8282,7.75,48.67,122.5,13.399,7.4599,1.4224,5.92,9.85,3.56,5.933,7.6,114.8,1.359,32.61,33.94
1.1624,0.6841,1.4247,0.684,1.858,1.76,6.8289,7.751,48.5,1217.4,13.3365,7.39,1.4218,5.915,9.95,3.5,5.971,6.98,114.8,1.374,32.57,33.9
1.1463,0.684,1.423,0.66,1.7983,1.662,6.8247,7.75,48.2,125.5,13.181,7.3165,1.4117,5.627,91,3.479,5.8587,6.8865,114.8,1.328,32.43,33.73
1.1453,0.6787,1.459,0.653,1.897,1.615,6.8262,7.752,48.1,126,13.2466,7.38,1.4132,5.495,91.15,3.468,5.8486,6.8629,114.8,1.29,32.4,33.69
1.1537,0.681,1.412,0.6148,1.88,1.721,6.827,7.752,48.2,127,13.249,7.4315,1.4162,5.578,91.31,3.478,5.8697,6.8657,114.75,1.293,32.4,33.68
1.1579,0.686,1.4136,0.6162,1.8137,1.775,6.8287,7.755,47.95,122.35,13.3425,7.475,1.4163,5.646,91.87,3.478,5.969,6.912,114.75,1.317,32.39,33.71
1.1447,0.6759,1.3852,0.615,1.828,1.683,6.8268,7.752,47.86,121.75,13.324,7.383,1.412,5.3,91.8,3.478,5.8311,6.849,114.8,1.237,32.32,33.6
1.1465,0.6779,1.3835,0.696,1.7877,1.722,6.8254,7.755,47.9,1194,13.3475,7.45,1.4129,5.44,91.45,3.463,5.7984,6.844,114.78,1.259,32.36,33.52
1.1513,0.685,1.3883,0.6224,1.825,1.864,6.8263,7.752,47.89,119.7,13.465,7.479,1.416,5.634,91.16,3.461,5.815,6.8983,114.75,1.279,32.39,33.58
1.1554,0.6811,1.3951,0.6263,1.82,1.918,6.8273,7.752,47.93,1184.25,13.521,7.411,1.4144,5.674,89.83,3.47,5.871,6.9364,114.78,1.277,32.41,33.55
1.145,0.6826,1.3912,0.6285,1.7886,1.86,6.8265,7.7499,47.75,1192,13.4885,7.3855,1.4162,5.89,89.34,3.478,5.8172,6.9445,114.75,1.31,32.4,33.53
1.1493,0.6871,1.3998,0.628,1.795,1.872,6.8273,7.751,48.5,1187.5,13.5525,7.475,1.4186,5.1148,9.26,3.483,5.856,7.238,114.77,1.385,32.46,33.6
1.1333,0.6835,1.3826,0.6248,1.7743,1.719,6.8262,7.75,48.9,1175,13.485,7.539,1.487,5.874,89.49,3.459,5.7773,6.9751,114.77,1.375,32.3,33.46
1.1455,0.6881,1.3951,0.627,1.781,1.773,6.826,7.75,47.72,1173.35,13.654,7.74,1.4142,5.1213,89.73,3.464,5.8251,7.413,114.78,1.424,32.14,33.47
1.1553,0.6854,1.3957,0.6298,1.7814,1.843,6.826,7.75,47.61,1182,13.67,7.65,1.4133,5.121,89.62,3.478,5.894,7.376,114.75,1.345,32.28,33.45
1.14,0.6827,1.3774,0.6279,1.772,1.755,6.826,7.751,47.39,1165.25,13.662,7.5686,1.415,5.819,89.56,3.458,5.7558,7.424,114.78,1.322,32.15,33.43
1.1221,0.6782,1.3578,0.6288,1.7493,1.57,6.826,7.75,46.79,1166,13.489,7.49,1.4,5.488,88.77,3.4335,5.6758,6.9284,114.8,1.248,32.1,33.32
1.1264,0.6814,1.3644,0.629,1.7613,1.619,6.826,7.7496,46.58,1167,13.4675,7.454,1.41,5.721,88.76,3.415,5.748,7.324,114.8,1.333,32.4,33.36
1.123,0.6767,1.3444,0.6215,1.745,1.533,6.826,7.7496,46.2,1166.25,13.32,7.34,1.3898,5.372,88.44,3.3885,5.6444,6.9569,114.78,1.27,32.8,33.3
1.169,0.6796,1.3656,0.6291,1.7395,1.425,6.8248,7.7495,46.44,1164.3,13.262,7.3867,1.3927,5.578,89.69,3.3965,5.6469,7.129,114.79,1.316,32.26,33.3
1.12,0.6739,1.3598,0.6291,1.731,1.297,6.8264,7.75,46.28,1166,13.161,7.3375,1.3975,5.15,89.71,3.389,5.6213,6.9718,114.78,1.23,32.26,33.27
1.949,0.6712,1.3557,0.626,1.755,1.289,6.8261,7.7495,46,1157.5,13.65,7.2575,1.3914,4.9958,89.44,3.368,5.5627,6.9198,114.78,1.172,32.22,33.35
1.865,0.6691,1.3417,0.6154,1.71,1.34,6.827,7.75,46.4,1158,13.93,7.2725,1.389,4.9811,9.39,3.356,5.5588,6.9211,114.78,1.136,32.23,33.47
1.919,0.6716,1.3521,0.6116,1.77,1.389,6.8266,7.7495,46.2,1155,13.81,7.35,1.3919,4.9972,9.73,3.37,5.6342,6.978,114.78,1.188,32.25,33.4
1.792,0.669,1.328,0.698,1.785,1.37,6.8266,7.752,46.2,1166,13.832,7.325,1.3891,4.9797,9.72,3.373,5.5657,6.9316,114.78,1.13,32.31,33.34
1.859,0.679,1.347,0.615,1.7555,1.494,6.8254,7.7496,46.24,1182,12.9587,7.39,1.396,4.9936,9.83,3.362,5.611,6.9653,114.78,1.144,32.27,33.35
1.782,0.6663,1.3221,0.62,1.7335,1.413,6.8272,7.7496,46.34,1179.9,12.899,7.35,1.391,4.9594,91.4,3.375,5.5369,6.8283,114.8,1.64,32.35,33.41
1.842,0.6665,1.3261,0.626,1.7258,1.476,6.8287,7.7495,46.59,1188,12.9515,7.4235,1.3948,4.969,91.42,3.396,5.5426,6.85,114.8,1.69,32.4,33.44
1.85,0.6654,1.3215,0.6116,1.7143,1.57,6.828,7.7495,46.41,1189,13.132,7.455,1.3929,4.958,91.88,3.38,5.5413,6.798,114.75,1.7,32.39,33.42
1.87,0.6693,1.3342,0.6116,1.7166,1.618,6.8278,7.7495,46.68,1178.4,13.122,7.556,1.3947,4.9816,91.96,3.378,5.5925,6.8213,114.8,1.136,32.39,33.38
1.913,0.6747,1.3412,0.6122,1.738,1.644,6.8292,7.7495,46.93,119,13.23,7.65,1.3978,5.213,92.4,3.4,5.6433,6.9552,114.82,1.218,32.46,33.41
1.195,0.6774,1.3665,0.617,1.7541,1.757,6.827,7.7495,47.16,1185.4,13.2815,7.785,1.415,5.45,91.7,3.42,5.6854,7.426,114.8,1.232,32.44,33.44
1.937,0.6748,1.3659,0.639,1.738,1.72,6.8269,7.752,47.18,1187.2,13.1577,7.744,1.3982,5.223,91.41,3.4225,5.6451,6.9834,114.78,1.194,32.48,33.46
1.164,0.6777,1.3831,0.668,1.7445,1.767,6.8264,7.7497,46.9,1182,13.1555,7.821,1.398,5.422,9.5,3.41,5.695,7.58,114.75,1.238,32.61,33.42
1.11,0.6744,1.3841,0.694,1.7485,1.742,6.8268,7.751,46.81,1181,13.988,7.8512,1.3965,5.185,9.56,3.424,5.6982,6.9971,114.75,1.177,32.5,33.41
1.113,0.6822,1.3931,0.614,1.753,1.71,6.8278,7.751,47.37,1188.1,13.315,7.916,1.418,5.769,9.3,3.429,5.7989,7.136,114.78,1.36,32.58,33.46
1.15,0.674,1.3793,0.635,1.7229,1.644,6.8265,7.7496,46.94,1172.7,13.2855,7.646,1.3958,5.155,9.96,3.416,5.6865,7.337,114.78,1.183,32.51,33.38
1.11,0.6731,1.391,0.637,1.7222,1.649,6.8269,7.7495,46.93,1174.8,13.3318,7.6,1.3956,5.72,9.45,3.42,5.6814,7.82,114.8,1.17,32.47,33.4
1.912,0.6741,1.386,0.629,1.7165,1.717,6.8266,7.7495,46.83,1167.6,13.3754,7.536,1.3928,5.162,89.86,3.4,5.6958,7.57,114.8,1.182,32.51,33.35
1.761,0.6667,1.3488,0.5981,1.6995,1.563,6.8261,7.7498,46.36,1154.6,13.358,7.42,1.3862,4.967,89.92,3.378,5.5887,6.8494,114.65,1.77,32.3,33.29
1.778,0.6684,1.3497,0.5995,1.788,1.516,6.8255,7.7495,46.3,1161.1,13.2451,7.399,1.3878,4.9737,89.82,3.383,5.5973,6.8445,114.35,1.92,32.36,33.3
1.813,0.6727,1.3631,0.645,1.735,1.513,6.8267,7.7495,46.6,116.5,13.2526,7.433,1.3889,5.53,9.4,3.38,5.654,6.8911,114.45,1.164,32.34,33.3
1.74,0.6718,1.3481,0.63,1.727,1.5,6.826,7.75,46.24,1156.3,13.735,7.441,1.3862,4.9969,89.55,3.373,5.617,6.8414,114.45,1.141,32.18,33.23
1.673,0.6677,1.3387,0.5954,1.712,1.458,6.8263,7.75,46.6,1152,12.993,7.358,1.3849,4.9682,89.28,3.365,5.5575,6.795,114.35,1.75,32.17,33.18
1.794,0.6743,1.3459,0.5964,1.725,1.589,6.826,7.7495,46.2,1155,13.1,7.5155,1.3877,5.157,89.41,3.365,5.6229,6.8955,114.25,1.192,32.13,33.17
